winner,w_rank,w_pts,loser,l_rank,l_pts,winner_id,loser_id
Berdych T.,9.0,4340.0,Johnson S.,44.0,971.0,49,415
Rosol L.,30.0,1230.0,Haase R.,104.0,545.0,510,354
Sock J.,58.0,851.0,Bautista R.,16.0,2020.0,557,68
Simon G.,14.0,2050.0,Berrer M.,161.0,317.0,548,86
Nadal R.,3.0,5675.0,Young D.,47.0,929.0,427,981
Raonic M.,6.0,4980.0,Dolgopolov O.,41.0,1075.0,488,225
Robredo T.,19.0,1755.0,Dimitrov G.,11.0,3055.0,499,218
Federer R.,2.0,9205.0,Seppi A.,33.0,1185.0,180,809
Lopez F.,12.0,2325.0,Nishikori K.,5.0,5415.0,358,660
Murray A.,4.0,5425.0,Mannarino A.,38.0,1113.0,425,553
Berdych T.,9.0,4340.0,Rosol L.,30.0,1230.0,49,765
Raonic M.,6.0,4980.0,Robredo T.,19.0,1755.0,488,751
Nadal R.,3.0,5675.0,Simon G.,14.0,2050.0,427,827
Tomic B.,35.0,1150.0,Kokkinakis T.,124.0,448.0,590,462
Federer R.,2.0,9205.0,Sock J.,58.0,851.0,180,846
Djokovic N.,1.0,13205.0,Isner J.,20.0,1720.0,147,399
Murray A.,4.0,5425.0,Lopez F.,12.0,2325.0,425,533
Djokovic N.,1.0,13205.0,Tomic B.,35.0,1150.0,147,891
Federer R.,2.0,9205.0,Berdych T.,9.0,4340.0,180,83
Raonic M.,6.0,4980.0,Nadal R.,3.0,5675.0,488,637
Djokovic N.,1.0,13205.0,Murray A.,4.0,5425.0,147,633
Federer R.,2.0,9205.0,Raonic M.,6.0,4980.0,180,733
Djokovic N.,1.0,13205.0,Federer R.,2.0,9205.0,147,271
Young D.,44.0,964.0,Lu Y.H.,62.0,785.0,647,540
Berlocq C.,68.0,740.0,Kokkinakis T.,108.0,528.0,51,462
Struff J.L.,72.0,671.0,Becker B.,40.0,1078.0,576,71
Chung H.,121.0,466.0,Granollers M.,50.0,905.0,96,335
Sock J.,45.0,941.0,Soeda G.,94.0,574.0,557,849
Duckworth J.,97.0,567.0,Dzumhur D.,92.0,580.0,156,240
Almagro N.,74.0,665.0,Stakhovsky S.,51.0,894.0,6,857
Krajinovic F.,96.0,569.0,Lajovic D.,73.0,669.0,318,501
Haase R.,98.0,565.0,Edmund K.,144.0,385.0,238,246
Nieminen J.,71.0,673.0,Matosevic M.,76.0,652.0,436,569
Ramos-Vinolas A.,67.0,755.0,Sousa J.,53.0,887.0,487,852
Smyczek T.,75.0,663.0,Menendez-Maceiras A.,126.0,438.0,556,588
Thiem D.,52.0,891.0,Schwartzman D.,61.0,797.0,586,806
Krajicek A.,146.0,381.0,Istomin D.,63.0,785.0,317,400
Monaco J.,46.0,940.0,Bemelmans R.,134.0,422.0,410,79
Querrey S.,42.0,1040.0,Estrella Burgos V.,55.0,859.0,479,260
Youzhny M.,64.0,780.0,Golubev A.,89.0,591.0,648,321
Falla A.,133.0,425.0,Berrer M.,164.0,318.0,178,86
Gabashvili T.,80.0,621.0,Andujar P.,66.0,760.0,192,29
Kukushkin M.,57.0,852.0,Johnson S.,43.0,986.0,328,415
Klizan M.,41.0,1065.0,Lorenzi P.,87.0,595.0,302,538
Bolelli S.,47.0,926.0,Baghdatis M.,58.0,838.0,61,47
Coric B.,59.0,837.0,Haider-Maurer A.,56.0,858.0,106,356
Zverev A.,129.0,432.0,Groth S.,69.0,701.0,660,347
Pospisil V.,60.0,800.0,Del Potro J.M.,77.0,650.0,473,203
Janowicz J.,49.0,905.0,Roger-Vasselin E.,140.0,391.0,269,759
Darcis S.,84.0,603.0,Jaziri M.,82.0,607.0,116,409
Dolgopolov O.,65.0,760.0,Berankis R.,78.0,630.0,150,82
Delbonis F.,77.0,650.0,Vesely J.,48.0,923.0,133,942
Melzer J.,79.0,626.0,Harrison R.,119.0,474.0,396,369
Rublev A.,389.0,111.0,Carreno-Busta P.,54.0,866.0,512,137
Bellucci T.,81.0,611.0,Hewitt L.,107.0,530.0,44,379
Berdych T.,9.0,4510.0,Chung H.,121.0,466.0,49,156
Tomic B.,29.0,1330.0,Krajicek A.,146.0,381.0,590,474
Anderson K.,17.0,1870.0,Querrey S.,42.0,1040.0,12,720
Garcia-Lopez G.,25.0,1415.0,Struff J.L.,72.0,671.0,198,868
Murray A.,4.0,5695.0,Young D.,44.0,964.0,425,981
Mayer L.,27.0,1364.0,Nieminen J.,71.0,673.0,387,656
Giraldo S.,31.0,1195.0,Haase R.,98.0,565.0,210,354
Thiem D.,52.0,891.0,Lopez F.,12.0,2415.0,586,533
Wawrinka S.,8.0,4515.0,Berlocq C.,68.0,740.0,632,85
Nadal R.,3.0,5810.0,Almagro N.,74.0,665.0,427,15
Nishikori K.,5.0,5460.0,Youzhny M.,64.0,780.0,437,982
Rosol L.,30.0,1215.0,Zverev A.,129.0,432.0,510,1007
Simon G.,14.0,2130.0,Kukushkin M.,57.0,852.0,548,486
Mannarino A.,32.0,1193.0,Ramos-Vinolas A.,67.0,755.0,373,732
Verdasco F.,34.0,1180.0,Duckworth J.,97.0,567.0,619,234
Monaco J.,46.0,940.0,Gulbis E.,16.0,1910.0,410,350
Troicki V.,39.0,1098.0,Bolelli S.,47.0,926.0,594,102
Tsonga J.W.,13.0,2245.0,Smyczek T.,75.0,663.0,598,844
Sock J.,45.0,941.0,Fognini F.,23.0,1460.0,557,282
Monfils G.,19.0,1735.0,Krajinovic F.,96.0,569.0,411,475
Isner J.,24.0,1450.0,Rublev A.,389.0,111.0,265,768
Falla A.,133.0,425.0,Karlovic I.,22.0,1485.0,178,430
Ferrer D.,7.0,4580.0,Delbonis F.,77.0,650.0,182,204
Janowicz J.,49.0,905.0,Bautista R.,15.0,1975.0,269,68
Chardy J.,38.0,1135.0,Melzer J.,79.0,626.0,93,587
Darcis S.,84.0,603.0,Muller G.,36.0,1161.0,116,627
Dolgopolov O.,65.0,760.0,Robredo T.,18.0,1800.0,150,751
Dimitrov G.,11.0,3055.0,Pospisil V.,60.0,800.0,145,712
Goffin D.,20.0,1631.0,Coric B.,59.0,837.0,213,170
Raonic M.,6.0,5160.0,Gabashvili T.,80.0,621.0,488,288
Bellucci T.,81.0,611.0,Cuevas P.,21.0,1512.0,44,178
Djokovic N.,1.0,13205.0,Klizan M.,41.0,1065.0,147,454
Anderson K.,17.0,1870.0,Mayer L.,27.0,1364.0,12,572
Murray A.,4.0,5695.0,Giraldo S.,31.0,1195.0,425,314
Thiem D.,52.0,891.0,Sock J.,45.0,941.0,586,846
Mannarino A.,32.0,1193.0,Wawrinka S.,8.0,4515.0,373,962
Monfils G.,19.0,1735.0,Tsonga J.W.,13.0,2245.0,411,907
Verdasco F.,34.0,1180.0,Nadal R.,3.0,5810.0,619,637
Berdych T.,9.0,4510.0,Tomic B.,29.0,1330.0,49,891
Monaco J.,46.0,940.0,Garcia-Lopez G.,25.0,1415.0,410,298
Nishikori K.,5.0,5460.0,Troicki V.,39.0,1098.0,437,899
Dolgopolov O.,65.0,760.0,Bellucci T.,81.0,611.0,150,77
Goffin D.,20.0,1631.0,Janowicz J.,49.0,905.0,213,405
Raonic M.,6.0,5160.0,Chardy J.,38.0,1135.0,488,151
Ferrer D.,7.0,4580.0,Rosol L.,30.0,1215.0,182,765
Djokovic N.,1.0,13205.0,Darcis S.,84.0,603.0,147,183
Simon G.,14.0,2130.0,Falla A.,133.0,425.0,548,268
Isner J.,24.0,1450.0,Dimitrov G.,11.0,3055.0,265,218
Berdych T.,9.0,4510.0,Monfils G.,19.0,1735.0,49,612
Thiem D.,52.0,891.0,Mannarino A.,32.0,1193.0,586,553
Monaco J.,46.0,940.0,Verdasco F.,34.0,1180.0,410,940
Murray A.,4.0,5695.0,Anderson K.,17.0,1870.0,425,23
Ferrer D.,7.0,4580.0,Simon G.,14.0,2130.0,182,827
Djokovic N.,1.0,13205.0,Dolgopolov O.,65.0,760.0,147,225
Nishikori K.,5.0,5460.0,Goffin D.,20.0,1631.0,437,317
Isner J.,24.0,1450.0,Raonic M.,6.0,5160.0,265,733
Murray A.,4.0,5695.0,Thiem D.,52.0,891.0,425,884
Berdych T.,9.0,4510.0,Monaco J.,46.0,940.0,49,611
Isner J.,24.0,1450.0,Nishikori K.,5.0,5460.0,265,660
Djokovic N.,1.0,13205.0,Ferrer D.,7.0,4580.0,147,274
Murray A.,4.0,5695.0,Berdych T.,9.0,4510.0,425,83
Djokovic N.,1.0,13205.0,Isner J.,24.0,1450.0,147,399
Djokovic N.,1.0,13205.0,Murray A.,4.0,5695.0,147,633
Berlocq C.,65.0,755.0,Carreno-Busta P.,54.0,866.0,51,137
Kukushkin M.,53.0,867.0,Ramos-Vinolas A.,67.0,742.0,328,732
Brown D.,101.0,543.0,Kuznetsov An.,91.0,584.0,72,493
Haider-Maurer A.,58.0,851.0,Struff J.L.,75.0,656.0,239,868
Youzhny M.,61.0,805.0,Idmbarek Y.,738.0,28.0,648,393
Andujar P.,64.0,770.0,Kamke T.,114.0,484.0,16,427
Ouahab L.,313.0,147.0,Haase R.,88.0,596.0,453,354
Dzumhur D.,87.0,598.0,Mathieu P.H.,116.0,478.0,160,568
Bedene A.,99.0,546.0,Gonzalez M.,94.0,576.0,43,330
Almagro N.,76.0,645.0,Daniel T.,213.0,223.0,6,182
De Greef A.,241.0,203.0,Schwartzman D.,62.0,792.0,123,806
Gimeno-Traver D.,95.0,571.0,Jaziri M.,89.0,591.0,208,409
Klizan M.,41.0,1042.0,Brown D.,101.0,543.0,302,120
Haider-Maurer A.,58.0,851.0,Andujar P.,64.0,770.0,239,29
Almagro N.,76.0,645.0,Berlocq C.,65.0,755.0,6,85
Dzumhur D.,87.0,598.0,Granollers M.,50.0,905.0,160,335
Bedene A.,99.0,546.0,De Greef A.,241.0,203.0,43,190
Vesely J.,49.0,908.0,Youzhny M.,61.0,805.0,620,982
Ouahab L.,313.0,147.0,Garcia-Lopez G.,24.0,1415.0,453,298
Gimeno-Traver D.,95.0,571.0,Kukushkin M.,53.0,867.0,208,486
Vesely J.,49.0,908.0,Bedene A.,99.0,546.0,620,72
Gimeno-Traver D.,95.0,571.0,Ouahab L.,313.0,147.0,208,682
Klizan M.,41.0,1042.0,Almagro N.,76.0,645.0,302,15
Dzumhur D.,87.0,598.0,Haider-Maurer A.,58.0,851.0,160,356
Gimeno-Traver D.,95.0,571.0,Vesely J.,49.0,908.0,208,942
Klizan M.,41.0,1042.0,Dzumhur D.,87.0,598.0,302,240
Klizan M.,41.0,1042.0,Gimeno-Traver D.,95.0,571.0,302,312
Groth S.,93.0,578.0,Estrella Burgos V.,56.0,861.0,231,260
Delbonis F.,72.0,665.0,Berankis R.,80.0,630.0,133,82
Querrey S.,42.0,1040.0,Matosevic M.,78.0,637.0,479,569
Soeda G.,92.0,584.0,Hewitt L.,109.0,515.0,560,379
Chardy J.,35.0,1155.0,Lajovic D.,81.0,626.0,93,501
Gabashvili T.,79.0,632.0,Smyczek T.,68.0,688.0,192,844
Chung H.,118.0,476.0,Arguello F.,138.0,389.0,96,35
Giraldo S.,32.0,1230.0,Dutra Silva R.,469.0,80.0,210,239
Johnson S.,52.0,880.0,Young D.,45.0,964.0,277,981
Tipsarevic J.,,,Clezar G.,186.0,261.0,589,163
Verdasco F.,30.0,1260.0,Lorenzi P.,83.0,624.0,619,538
Sock J.,46.0,945.0,Souza J.,69.0,676.0,557,854
Chardy J.,35.0,1155.0,Soeda G.,92.0,584.0,93,849
Anderson K.,16.0,1915.0,Delbonis F.,72.0,665.0,12,204
Querrey S.,42.0,1040.0,Johnson S.,52.0,880.0,479,415
Lopez F.,12.0,2380.0,Groth S.,93.0,578.0,358,347
Sock J.,46.0,945.0,Bautista R.,15.0,1940.0,557,68
Giraldo S.,32.0,1230.0,Tipsarevic J.,,,210,888
Verdasco F.,30.0,1260.0,Chung H.,118.0,476.0,619,156
Gabashvili T.,79.0,632.0,Isner J.,19.0,1720.0,192,399
Anderson K.,16.0,1915.0,Chardy J.,35.0,1155.0,12,151
Sock J.,46.0,945.0,Giraldo S.,32.0,1230.0,557,314
Verdasco F.,30.0,1260.0,Gabashvili T.,79.0,632.0,619,288
Querrey S.,42.0,1040.0,Lopez F.,12.0,2380.0,479,533
Sock J.,46.0,945.0,Anderson K.,16.0,1915.0,557,23
Querrey S.,42.0,1040.0,Verdasco F.,30.0,1260.0,479,940
Sock J.,46.0,945.0,Querrey S.,42.0,1040.0,557,720
Estrella Burgos V.,55.0,861.0,Bolelli S.,49.0,931.0,172,102
Tomic B.,26.0,1365.0,Rosol L.,31.0,1220.0,590,765
Mayer F.,,,Youzhny M.,58.0,825.0,386,982
Haider-Maurer A.,52.0,876.0,Gulbis E.,17.0,1910.0,239,350
Kohlschreiber P.,25.0,1395.0,Kukushkin M.,53.0,867.0,306,486
Dolgopolov O.,71.0,670.0,Coric B.,54.0,862.0,150,170
Paire B.,90.0,587.0,Kudla D.,150.0,356.0,455,482
Stakhovsky S.,50.0,894.0,Carreno-Busta P.,57.0,841.0,568,137
Goffin D.,21.0,1695.0,Gombos N.,124.0,463.0,213,322
Sousa J.,56.0,852.0,Roger-Vasselin E.,133.0,417.0,563,759
Ramos-Vinolas A.,67.0,742.0,Haase R.,87.0,596.0,487,354
Fognini F.,28.0,1285.0,Janowicz J.,47.0,940.0,187,405
Bautista R.,16.0,1940.0,Becker B.,45.0,990.0,39,71
Isner J.,19.0,1720.0,Johnson S.,51.0,880.0,265,415
Granollers M.,63.0,765.0,Mannarino A.,30.0,1258.0,224,553
Monfils G.,18.0,1750.0,Kuznetsov An.,101.0,533.0,411,493
Pouille L.,108.0,515.0,Thiem D.,44.0,1030.0,474,884
Monaco J.,42.0,1090.0,Vesely J.,46.0,978.0,410,942
Robredo T.,20.0,1720.0,Seppi A.,38.0,1125.0,499,809
Chardy J.,35.0,1155.0,Schwartzman D.,64.0,759.0,93,806
Tsonga J.W.,14.0,2135.0,Struff J.L.,76.0,656.0,598,868
Troicki V.,37.0,1127.0,Klizan M.,29.0,1272.0,594,454
Simon G.,13.0,2210.0,Balleret B.,348.0,131.0,548,55
Dimitrov G.,11.0,3055.0,Verdasco F.,40.0,1100.0,145,940
Djokovic N.,1.0,13205.0,Ramos-Vinolas A.,67.0,742.0,147,732
Ferrer D.,7.0,4670.0,Estrella Burgos V.,55.0,861.0,182,260
Haider-Maurer A.,52.0,876.0,Tomic B.,26.0,1365.0,239,891
Cilic M.,10.0,3360.0,Mayer F.,,,97,571
Berdych T.,8.0,4510.0,Stakhovsky S.,50.0,894.0,49,857
Bautista R.,16.0,1940.0,Kohlschreiber P.,25.0,1395.0,39,460
Robredo T.,20.0,1720.0,Granollers M.,63.0,765.0,499,335
Wawrinka S.,9.0,4405.0,Monaco J.,42.0,1090.0,632,611
Nadal R.,5.0,5255.0,Pouille L.,108.0,515.0,427,713
Simon G.,13.0,2210.0,Paire B.,90.0,587.0,548,685
Dimitrov G.,11.0,3055.0,Fognini F.,28.0,1285.0,145,282
Federer R.,2.0,8895.0,Chardy J.,35.0,1155.0,180,151
Raonic M.,6.0,5070.0,Sousa J.,56.0,852.0,488,852
Isner J.,19.0,1720.0,Troicki V.,37.0,1127.0,265,899
Tsonga J.W.,14.0,2135.0,Goffin D.,21.0,1695.0,598,317
Monfils G.,18.0,1750.0,Dolgopolov O.,71.0,670.0,411,225
Raonic M.,6.0,5070.0,Robredo T.,20.0,1720.0,488,751
Dimitrov G.,11.0,3055.0,Wawrinka S.,9.0,4405.0,145,962
Monfils G.,18.0,1750.0,Federer R.,2.0,8895.0,411,271
Berdych T.,8.0,4510.0,Bautista R.,16.0,1940.0,49,68
Nadal R.,5.0,5255.0,Isner J.,19.0,1720.0,427,399
Cilic M.,10.0,3360.0,Tsonga J.W.,14.0,2135.0,97,907
Ferrer D.,7.0,4670.0,Simon G.,13.0,2210.0,182,827
Djokovic N.,1.0,13205.0,Haider-Maurer A.,52.0,876.0,147,356
Berdych T.,8.0,4510.0,Raonic M.,6.0,5070.0,49,733
Monfils G.,18.0,1750.0,Dimitrov G.,11.0,3055.0,411,218
Djokovic N.,1.0,13205.0,Cilic M.,10.0,3360.0,147,158
Nadal R.,5.0,5255.0,Ferrer D.,7.0,4670.0,427,274
Berdych T.,8.0,4510.0,Monfils G.,18.0,1750.0,49,612
Djokovic N.,1.0,13205.0,Nadal R.,5.0,5255.0,147,637
Djokovic N.,1.0,13205.0,Berdych T.,8.0,4510.0,147,83
Kukushkin M.,54.0,867.0,Souza J.,77.0,650.0,328,854
Carballes Baena R.,222.0,219.0,Struff J.L.,72.0,673.0,82,868
Bellucci T.,75.0,656.0,Sugita Y.,140.0,383.0,44,870
Kuznetsov An.,95.0,568.0,Fucsovics M.,153.0,349.0,334,287
Paire B.,78.0,647.0,Munar J.,829.0,20.0,455,628
Andujar P.,66.0,745.0,Ramos-Vinolas A.,67.0,742.0,16,732
Ymer E.,204.0,232.0,De Bakker T.,160.0,330.0,645,188
Granollers M.,60.0,800.0,Matosevic M.,81.0,627.0,224,569
Gabashvili T.,85.0,607.0,Carreno-Busta P.,63.0,755.0,192,137
Sousa J.,56.0,852.0,De Schepper K.,137.0,401.0,563,195
Estrella Burgos V.,53.0,877.0,Thiem D.,43.0,1030.0,172,884
Ilhan M.,84.0,611.0,Ward J.,106.0,508.0,263,960
Montanes A.,126.0,434.0,Berankis R.,80.0,630.0,412,82
Rublev A.,329.0,136.0,Verdasco F.,37.0,1100.0,512,940
Monaco J.,36.0,1135.0,Gonzalez A.,108.0,507.0,410,328
Almagro N.,123.0,450.0,Lorenzi P.,99.0,552.0,6,538
Bautista R.,16.0,1985.0,Bellucci T.,75.0,656.0,39,77
Nishikori K.,5.0,5280.0,Gabashvili T.,85.0,607.0,437,288
Robredo T.,20.0,1720.0,Kukushkin M.,54.0,867.0,499,486
Cuevas P.,23.0,1442.0,Carballes Baena R.,222.0,219.0,111,135
Andujar P.,66.0,745.0,Mayer L.,24.0,1409.0,16,572
Estrella Burgos V.,53.0,877.0,Cilic M.,9.0,3495.0,172,158
Giraldo S.,31.0,1185.0,Sousa J.,56.0,852.0,210,852
Klizan M.,28.0,1272.0,Monaco J.,36.0,1135.0,302,611
Ymer E.,204.0,232.0,Kyrgios N.,41.0,1060.0,645,497
Ferrer D.,8.0,4490.0,Montanes A.,126.0,434.0,182,613
Kohlschreiber P.,25.0,1395.0,Kuznetsov An.,95.0,568.0,306,493
Nadal R.,4.0,5435.0,Almagro N.,123.0,450.0,427,15
Lopez F.,12.0,2380.0,Ilhan M.,84.0,611.0,358,395
Paire B.,78.0,647.0,Gulbis E.,18.0,1910.0,455,350
Granollers M.,60.0,800.0,Tsonga J.W.,14.0,2045.0,224,907
Fognini F.,30.0,1240.0,Rublev A.,329.0,136.0,187,768
Bautista R.,16.0,1985.0,Cuevas P.,23.0,1442.0,39,178
Nishikori K.,5.0,5280.0,Giraldo S.,31.0,1185.0,437,314
Klizan M.,28.0,1272.0,Estrella Burgos V.,53.0,877.0,302,260
Ferrer D.,8.0,4490.0,Ymer E.,204.0,232.0,182,979
Andujar P.,66.0,745.0,Lopez F.,12.0,2380.0,16,533
Fognini F.,30.0,1240.0,Nadal R.,4.0,5435.0,187,637
Kohlschreiber P.,25.0,1395.0,Paire B.,78.0,647.0,306,685
Robredo T.,20.0,1720.0,Granollers M.,60.0,800.0,499,335
Nishikori K.,5.0,5280.0,Bautista R.,16.0,1985.0,437,68
Klizan M.,28.0,1272.0,Robredo T.,20.0,1720.0,302,751
Ferrer D.,8.0,4490.0,Kohlschreiber P.,25.0,1395.0,182,460
Andujar P.,66.0,745.0,Fognini F.,30.0,1240.0,16,282
Nishikori K.,5.0,5280.0,Klizan M.,28.0,1272.0,437,454
Andujar P.,66.0,745.0,Ferrer D.,8.0,4490.0,16,274
Nishikori K.,5.0,5280.0,Andujar P.,66.0,745.0,437,29
Jaziri M.,89.0,591.0,Mayer F.,603.0,45.0,272,571
Gimeno-Traver D.,68.0,713.0,Troicki V.,34.0,1155.0,208,899
Coric B.,55.0,857.0,Stakhovsky S.,51.0,919.0,106,857
Youzhny M.,57.0,815.0,Copil M.,172.0,295.0,648,166
Haider-Maurer A.,47.0,946.0,Dodig I.,100.0,550.0,239,223
Baghdatis M.,59.0,812.0,Darcis S.,74.0,664.0,25,183
Bolelli S.,50.0,931.0,Golubev A.,105.0,510.0,61,321
Garcia-Lopez G.,45.0,985.0,Giustino L.,384.0,113.0,198,316
Lajovic D.,82.0,626.0,Zopp J.,157.0,336.0,339,1004
Tipsarevic J.,824.0,20.0,Fabbiano T.,207.0,230.0,589,267
Mektic N.,289.0,163.0,Istomin D.,65.0,750.0,393,400
Vesely J.,46.0,978.0,Schwartzman D.,61.0,779.0,620,806
Rosol L.,33.0,1155.0,Lajovic D.,82.0,626.0,510,501
Vesely J.,46.0,978.0,Jaziri M.,89.0,591.0,620,409
Garcia-Lopez G.,45.0,985.0,Baghdatis M.,59.0,812.0,198,47
Karlovic I.,22.0,1470.0,Coric B.,55.0,857.0,287,170
Bolelli S.,50.0,931.0,Haider-Maurer A.,47.0,946.0,61,356
Gimeno-Traver D.,68.0,713.0,Mektic N.,289.0,163.0,208,583
Monfils G.,15.0,2020.0,Youzhny M.,57.0,815.0,411,982
Simon G.,13.0,2255.0,Tipsarevic J.,824.0,20.0,548,888
Vesely J.,46.0,978.0,Karlovic I.,22.0,1470.0,620,430
Garcia-Lopez G.,45.0,985.0,Rosol L.,33.0,1155.0,198,765
Gimeno-Traver D.,68.0,713.0,Simon G.,13.0,2255.0,208,827
Monfils G.,15.0,2020.0,Bolelli S.,50.0,931.0,411,102
Vesely J.,46.0,978.0,Gimeno-Traver D.,68.0,713.0,620,312
Garcia-Lopez G.,45.0,985.0,Monfils G.,15.0,2020.0,198,612
Garcia-Lopez G.,45.0,985.0,Vesely J.,46.0,978.0,198,942
Haase R.,101.0,532.0,Berankis R.,81.0,608.0,238,82
Coric B.,55.0,869.0,Chardy J.,32.0,1155.0,106,151
Krajinovic F.,104.0,514.0,Gonzalez A.,106.0,507.0,318,328
Muller G.,45.0,983.0,Silva F.,280.0,178.0,421,823
Carreno-Busta P.,64.0,755.0,Lestienne C.,319.0,143.0,84,518
De Schepper K.,137.0,389.0,Elias G.,138.0,387.0,126,253
Gasquet R.,28.0,1330.0,Matosevic M.,82.0,607.0,200,569
Montanes A.,127.0,425.0,Fischer M.,335.0,133.0,412,278
Garcia-Lopez G.,31.0,1235.0,Carballes Baena R.,202.0,239.0,198,135
Machado R.,227.0,216.0,Sousa J.,57.0,852.0,366,852
Almagro N.,174.0,290.0,Robert S.,317.0,146.0,6,750
Kyrgios N.,46.0,980.0,Ramos-Vinolas A.,68.0,742.0,336,732
Almagro N.,174.0,290.0,Mayer L.,25.0,1409.0,6,572
Haase R.,101.0,532.0,Lopez F.,12.0,2380.0,238,533
Gasquet R.,28.0,1330.0,De Schepper K.,137.0,389.0,200,195
Kyrgios N.,46.0,980.0,Krajinovic F.,104.0,514.0,336,475
Carreno-Busta P.,64.0,755.0,Vega Hernandez D.,440.0,90.0,84,933
Garcia-Lopez G.,31.0,1235.0,Anderson K.,17.0,1960.0,198,23
Muller G.,45.0,983.0,Montanes A.,127.0,425.0,421,613
Coric B.,55.0,869.0,Machado R.,227.0,216.0,106,546
Carreno-Busta P.,64.0,755.0,Muller G.,45.0,983.0,84,627
Kyrgios N.,46.0,980.0,Haase R.,101.0,532.0,336,354
Garcia-Lopez G.,31.0,1235.0,Coric B.,55.0,869.0,198,170
Gasquet R.,28.0,1330.0,Almagro N.,174.0,290.0,200,15
Kyrgios N.,46.0,980.0,Carreno-Busta P.,64.0,755.0,336,137
Gasquet R.,28.0,1330.0,Garcia-Lopez G.,31.0,1235.0,200,298
Gasquet R.,28.0,1330.0,Kyrgios N.,46.0,980.0,200,497
Golubev A.,117.0,475.0,Basilashvili N.,134.0,403.0,215,64
Bellucci T.,74.0,672.0,Youzhny M.,58.0,835.0,44,982
Rublev A.,292.0,166.0,Dzumhur D.,86.0,598.0,512,240
Kukushkin M.,56.0,867.0,Nedovyesov A.,121.0,464.0,328,650
Schwartzman D.,63.0,765.0,Kavcic B.,77.0,652.0,536,432
Istomin D.,66.0,750.0,Paire B.,73.0,672.0,266,685
Melzer J.,83.0,605.0,Darcis S.,76.0,664.0,396,183
Gimeno-Traver D.,62.0,783.0,Ilkel C.,422.0,99.0,208,396
Lajovic D.,79.0,646.0,Kokkinakis T.,103.0,516.0,339,462
Gabashvili T.,100.0,537.0,Kuznetsov An.,94.0,558.0,192,493
Nieminen J.,71.0,673.0,Ilhan M.,80.0,621.0,436,395
Dodig I.,107.0,505.0,Haider-Maurer A.,47.0,946.0,149,356
Gimeno-Traver D.,62.0,783.0,Kukushkin M.,56.0,867.0,208,486
Schwartzman D.,63.0,765.0,Melzer J.,83.0,605.0,536,587
Giraldo S.,50.0,930.0,Rublev A.,292.0,166.0,210,768
Federer R.,2.0,8385.0,Nieminen J.,71.0,673.0,180,656
Cuevas P.,23.0,1442.0,Gabashvili T.,100.0,537.0,111,288
Bellucci T.,74.0,672.0,Istomin D.,66.0,750.0,44,400
Dimitrov G.,11.0,2985.0,Golubev A.,117.0,475.0,145,321
Dodig I.,107.0,505.0,Lajovic D.,79.0,646.0,149,501
Schwartzman D.,63.0,765.0,Giraldo S.,50.0,930.0,536,314
Federer R.,2.0,8385.0,Gimeno-Traver D.,62.0,783.0,180,312
Dimitrov G.,11.0,2985.0,Dodig I.,107.0,505.0,145,223
Cuevas P.,23.0,1442.0,Bellucci T.,74.0,672.0,111,77
Federer R.,2.0,8385.0,Schwartzman D.,63.0,765.0,180,806
Cuevas P.,23.0,1442.0,Dimitrov G.,11.0,2985.0,111,218
Federer R.,2.0,8385.0,Cuevas P.,23.0,1442.0,180,178
Estrella Burgos V.,51.0,916.0,Troicki V.,33.0,1155.0,172,899
Zverev A.,119.0,468.0,Becker B.,43.0,990.0,660,71
Rosol L.,41.0,1050.0,Mayer F.,605.0,45.0,510,571
Thiem D.,44.0,985.0,Pospisil V.,61.0,815.0,586,712
Stepanek R.,120.0,465.0,Dustov F.,108.0,505.0,573,237
Tipsarevic J.,635.0,40.0,Tomic B.,27.0,1390.0,589,891
Kohlschreiber P.,26.0,1395.0,Vesely J.,35.0,1108.0,306,942
Stakhovsky S.,53.0,894.0,Ledovskikh M.,417.0,100.0,568,510
Bolelli S.,52.0,896.0,Brown D.,102.0,518.0,61,120
Fognini F.,29.0,1285.0,Trinker B.,371.0,119.0,187,898
Zverev M.,653.0,38.0,Struff J.L.,72.0,673.0,661,868
Andujar P.,42.0,1025.0,Souza J.,78.0,650.0,16,854
Estrella Burgos V.,51.0,916.0,Tipsarevic J.,635.0,40.0,172,888
Kohlschreiber P.,26.0,1395.0,Zverev A.,119.0,468.0,306,1007
Bautista R.,16.0,1985.0,Stepanek R.,120.0,465.0,39,863
Goffin D.,21.0,1705.0,Bolelli S.,52.0,896.0,213,102
Rosol L.,41.0,1050.0,Stakhovsky S.,53.0,894.0,510,857
Murray A.,3.0,6060.0,Zverev M.,653.0,38.0,425,1008
Melzer G.,186.0,259.0,Andujar P.,42.0,1025.0,395,29
Thiem D.,44.0,985.0,Fognini F.,29.0,1285.0,586,282
Murray A.,3.0,6060.0,Rosol L.,41.0,1050.0,425,765
Bautista R.,16.0,1985.0,Estrella Burgos V.,51.0,916.0,39,260
Melzer G.,186.0,259.0,Thiem D.,44.0,985.0,395,884
Kohlschreiber P.,26.0,1395.0,Goffin D.,21.0,1705.0,306,317
Murray A.,3.0,6060.0,Bautista R.,16.0,1985.0,425,68
Kohlschreiber P.,26.0,1395.0,Melzer G.,186.0,259.0,306,586
Murray A.,3.0,6060.0,Kohlschreiber P.,26.0,1395.0,425,460
