winner,loser,round,comment,best_of,tournament,winner_id,loser_id,tournament_id
Delbonis F.,Fognini F.,Quarterfinals,Completed,3,Argentina Open,133,282,17
Ruud C.,Coria F.,Quarterfinals,Completed,3,Argentina Open,516,168,17
Sonego L.,Verdasco F.,Quarterfinals,Completed,3,Argentina Open,561,940,17
Schwartzman D.,Cerundolo F.,Quarterfinals,Completed,3,Argentina Open,536,145,17
Ruud C.,Delbonis F.,Semifinals,Completed,3,Argentina Open,516,204,17
Schwartzman D.,Sonego L.,Semifinals,Completed,3,Argentina Open,536,850,17
Ruud C.,Schwartzman D.,The Final,Completed,3,Argentina Open,516,806,17
Anderson K.,Querrey S.,1st Round,Completed,3,Dallas Open,12,720,49
Nakashima B.,Millman J.,1st Round,Completed,3,Dallas Open,429,597,49
Thompson J.,Lopez F.,1st Round,Completed,3,Dallas Open,587,533,49
Giron M.,Sandgren T.,1st Round,Completed,3,Dallas Open,211,790,49
Broady L.,Gojowczyk P.,1st Round,Completed,3,Dallas Open,70,319,49
Rodionov J.,Cressy M.,1st Round,Completed,3,Dallas Open,504,174,49
Stebe C.M.,Kudla D.,1st Round,Completed,3,Dallas Open,572,482,49
Sock J.,Otte O.,1st Round,Completed,3,Dallas Open,557,681,49
Pospisil V.,Chakravarthi C.,1st Round,Completed,3,Dallas Open,473,150,49
Nishioka Y.,Krueger M.,1st Round,Completed,3,Dallas Open,438,479,49
Mannarino A.,Johnson S.,1st Round,Completed,3,Dallas Open,373,415,49
Seppi A.,Altmaier D.,1st Round,Completed,3,Dallas Open,538,17,49
Giron M.,Broady L.,2nd Round,Completed,3,Dallas Open,211,118,49
Thompson J.,Nakashima B.,2nd Round,Completed,3,Dallas Open,587,640,49
Isner J.,Anderson K.,2nd Round,Completed,3,Dallas Open,265,23,49
Fritz T.,Sock J.,2nd Round,Completed,3,Dallas Open,190,846,49
Pospisil V.,Rodionov J.,2nd Round,Completed,3,Dallas Open,473,756,49
Brooksby J.,Seppi A.,2nd Round,Completed,3,Dallas Open,71,809,49
Opelka R.,Stebe C.M.,2nd Round,Completed,3,Dallas Open,450,862,49
Mannarino A.,Nishioka Y.,2nd Round,Completed,3,Dallas Open,373,661,49
Brooksby J.,Thompson J.,Quarterfinals,Completed,3,Dallas Open,71,886,49
Giron M.,Fritz T.,Quarterfinals,Completed,3,Dallas Open,211,286,49
Isner J.,Pospisil V.,Quarterfinals,Completed,3,Dallas Open,265,712,49
Opelka R.,Mannarino A.,Quarterfinals,Completed,3,Dallas Open,450,553,49
Opelka R.,Isner J.,Semifinals,Completed,3,Dallas Open,450,399,49
Brooksby J.,Giron M.,Semifinals,Completed,3,Dallas Open,71,315,49
Opelka R.,Brooksby J.,The Final,Completed,3,Dallas Open,450,119,49
Mcdonald M.,Basilashvili N.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,389,64,1
De Minaur A.,Goffin D.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,125,317,1
Hurkacz H.,Tsonga J.W.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,261,907,1
Norrie C.,Humbert U.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,440,389,1
Griekspoor T.,Karatsev A.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,229,429,1
Khachanov K.,Popyrin A.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,291,710,1
Rublev A.,Laaksonen H.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,512,498,1
Lehecka J.,Shapovalov D.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,348,816,1
Musetti L.,Ymer M.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,426,980,1
Tsitsipas S.,Davidovich Fokina A.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,597,185,1
Van De Zandschulp B.,Zapata Miralles B.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,605,986,1
Fucsovics M.,Krajinovic F.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,191,475,1
Ivashka I.,Harris L.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,268,367,1
Auger-Aliassime F.,Gerasimov E.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,21,305,1
Kwon S.W.,Gaston H.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,335,302,1
Murray A.,Bublik A.,1st Round,Completed,3,ABN AMRO World Tennis Tournament,425,125,1
De Minaur A.,Mcdonald M.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,125,575,1
Musetti L.,Hurkacz H.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,426,390,1
Norrie C.,Khachanov K.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,440,436,1
Lehecka J.,Van De Zandschulp B.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,348,920,1
Rublev A.,Kwon S.W.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,512,495,1
Tsitsipas S.,Ivashka I.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,597,403,1
Auger-Aliassime F.,Murray A.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,21,633,1
Fucsovics M.,Griekspoor T.,2nd Round,Completed,3,ABN AMRO World Tennis Tournament,191,343,1
Lehecka J.,Musetti L.,Quarterfinals,Completed,3,ABN AMRO World Tennis Tournament,348,634,1
Tsitsipas S.,De Minaur A.,Quarterfinals,Completed,3,ABN AMRO World Tennis Tournament,597,193,1
Auger-Aliassime F.,Norrie C.,Quarterfinals,Completed,3,ABN AMRO World Tennis Tournament,21,663,1
Rublev A.,Fucsovics M.,Quarterfinals,Completed,3,ABN AMRO World Tennis Tournament,512,287,1
Tsitsipas S.,Lehecka J.,Semifinals,Completed,3,ABN AMRO World Tennis Tournament,597,513,1
Auger-Aliassime F.,Rublev A.,Semifinals,Completed,3,ABN AMRO World Tennis Tournament,21,768,1
Auger-Aliassime F.,Tsitsipas S.,The Final,Completed,3,ABN AMRO World Tennis Tournament,21,906,1
Basilashvili N.,Arnaboldi A.,1st Round,Completed,3,Antalya Open,36,37,14
Celikbilek A.,Zuk K.,1st Round,Completed,3,Antalya Open,88,1006,14
Ruusuvuori E.,Vesely J.,1st Round,Completed,3,Antalya Open,517,942,14
Bublik A.,Caruso S.,1st Round,Completed,3,Antalya Open,76,139,14
Goffin D.,Herbert P.H.,1st Round,Completed,3,Antalya Open,213,374,14
Travaglia S.,Kecmanovic M.,1st Round,Completed,3,Antalya Open,592,433,14
Struff J.L.,Kotov P.,1st Round,Completed,3,Antalya Open,576,470,14
Lamasine T.,Gerasimov E.,1st Round,Completed,3,Antalya Open,340,305,14
Andreev A.,Ilhan M.,1st Round,Completed,3,Antalya Open,13,395,14
Grenier H.,Molcan A.,1st Round,Completed,3,Antalya Open,227,608,14
Berrettini M.,Kirkin E.,1st Round,Completed,3,Antalya Open,53,448,14
Chardy J.,Albot R.,1st Round,Completed,3,Antalya Open,93,10,14
De Minaur A.,Jaziri M.,1st Round,Completed,3,Antalya Open,125,409,14
Kuhn N.,Bachinger M.,1st Round,Retired,3,Antalya Open,327,45,14
Fognini F.,Vrbensky M.,1st Round,Completed,3,Antalya Open,187,952,14
Kuzmanov D.,Djere L.,1st Round,Retired,3,Antalya Open,331,219,14
De Minaur A.,Andreev A.,2nd Round,Completed,3,Antalya Open,125,25,14
Basilashvili N.,Celikbilek A.,2nd Round,Completed,3,Antalya Open,36,143,14
Travaglia S.,Ruusuvuori E.,2nd Round,Completed,3,Antalya Open,592,773,14
Goffin D.,Kuhn N.,2nd Round,Completed,3,Antalya Open,213,485,14
Chardy J.,Fognini F.,2nd Round,Completed,3,Antalya Open,93,282,14
Bublik A.,Lamasine T.,2nd Round,Completed,3,Antalya Open,76,503,14
Struff J.L.,Grenier H.,2nd Round,Walkover,3,Antalya Open,576,341,14
Berrettini M.,Kuzmanov D.,2nd Round,Completed,3,Antalya Open,53,490,14
Goffin D.,Travaglia S.,Quarterfinals,Completed,3,Antalya Open,213,896,14
Chardy J.,Struff J.L.,Quarterfinals,Completed,3,Antalya Open,93,868,14
Bublik A.,Berrettini M.,Quarterfinals,Completed,3,Antalya Open,76,87,14
De Minaur A.,Basilashvili N.,Quarterfinals,Completed,3,Antalya Open,125,64,14
De Minaur A.,Goffin D.,Semifinals,Completed,3,Antalya Open,125,317,14
Bublik A.,Chardy J.,Semifinals,Completed,3,Antalya Open,76,151,14
De Minaur A.,Bublik A.,The Final,Retired,3,Antalya Open,125,125,14
Monteiro T.,Bellucci T.,1st Round,Completed,3,Delray Beach Open,414,77,51
Paul T.,Nam J.S.,1st Round,Completed,3,Delray Beach Open,458,643,51
Mager G.,Harrison R.,1st Round,Completed,3,Delray Beach Open,368,369,51
Korda S.,Kwon S.W.,1st Round,Completed,3,Delray Beach Open,311,495,51
Querrey S.,Mcdonald M.,1st Round,Completed,3,Delray Beach Open,479,575,51
Harrison C.,Etcheverry T.,1st Round,Completed,3,Delray Beach Open,246,262,51
Galan D.E.,Martin A.,1st Round,Completed,3,Delray Beach Open,195,563,51
Quiroz R.,Rubin N.,1st Round,Completed,3,Delray Beach Open,481,767,51
Fratangelo B.,King K.,1st Round,Completed,3,Delray Beach Open,189,445,51
Norrie C.,Aragone J.C.,1st Round,Completed,3,Delray Beach Open,440,31,51
Karlovic I.,Andujar P.,1st Round,Completed,3,Delray Beach Open,287,29,51
Tiafoe F.,Young D.,1st Round,Completed,3,Delray Beach Open,588,981,51
Mager G.,Querrey S.,2nd Round,Completed,3,Delray Beach Open,368,720,51
Harrison C.,Garin C.,2nd Round,Completed,3,Delray Beach Open,246,299,51
Korda S.,Paul T.,2nd Round,Completed,3,Delray Beach Open,311,690,51
Isner J.,Monteiro T.,2nd Round,Completed,3,Delray Beach Open,265,616,51
Hurkacz H.,Galan D.E.,2nd Round,Completed,3,Delray Beach Open,261,291,51
Tiafoe F.,Fratangelo B.,2nd Round,Completed,3,Delray Beach Open,588,285,51
Quiroz R.,Karlovic I.,2nd Round,Completed,3,Delray Beach Open,481,430,51
Norrie C.,Mannarino A.,2nd Round,Completed,3,Delray Beach Open,440,553,51
Harrison C.,Mager G.,Quarterfinals,Completed,3,Delray Beach Open,246,548,51
Hurkacz H.,Quiroz R.,Quarterfinals,Completed,3,Delray Beach Open,261,723,51
Korda S.,Isner J.,Quarterfinals,Completed,3,Delray Beach Open,311,399,51
Norrie C.,Tiafoe F.,Quarterfinals,Completed,3,Delray Beach Open,440,887,51
Hurkacz H.,Harrison C.,Semifinals,Completed,3,Delray Beach Open,261,368,51
Korda S.,Norrie C.,Semifinals,Completed,3,Delray Beach Open,311,663,51
Hurkacz H.,Korda S.,The Final,Completed,3,Delray Beach Open,261,467,51
Vukic A.,Lu Y.,1st Round,Completed,3,Great Ocean Road Open,626,539,73
Majchrzak K.,Djere L.,1st Round,Completed,3,Great Ocean Road Open,370,219,73
Bedene A.,Uchiyama Y.,1st Round,Completed,3,Great Ocean Road Open,43,911,73
O Connell C.,Koepfer D.,1st Round,Completed,3,Great Ocean Road Open,443,459,73
Purcell M.,Gombos N.,1st Round,Completed,3,Great Ocean Road Open,478,322,73
Kwon S.W.,Martin A.,1st Round,Completed,3,Great Ocean Road Open,335,563,73
Travaglia S.,Carballes Baena R.,1st Round,Completed,3,Great Ocean Road Open,592,135,73
Anderson K.,Lopez F.,1st Round,Completed,3,Great Ocean Road Open,12,533,73
Caruso S.,Seppi A.,1st Round,Completed,3,Great Ocean Road Open,85,809,73
Sandgren T.,Smith J.P.,1st Round,Completed,3,Great Ocean Road Open,524,843,73
Herbert P.H.,Cressy M.,1st Round,Completed,3,Great Ocean Road Open,251,174,73
Cuevas P.,Andujar P.,1st Round,Completed,3,Great Ocean Road Open,111,29,73
Sweeny D.,Nam J.S.,1st Round,Completed,3,Great Ocean Road Open,580,643,73
Alcaraz C.,Balazs A.,1st Round,Retired,3,Great Ocean Road Open,5,52,73
Thompson J.,Mager G.,1st Round,Completed,3,Great Ocean Road Open,587,548,73
Haase R.,Coppejans K.,1st Round,Completed,3,Great Ocean Road Open,238,167,73
Querrey S.,Laaksonen H.,1st Round,Completed,3,Great Ocean Road Open,479,498,73
Torpegaard M.,Martinez P.,1st Round,Completed,3,Great Ocean Road Open,591,565,73
Ebden M.,Delbonis F.,1st Round,Completed,3,Great Ocean Road Open,162,204,73
Vilella Martinez M.,Hanfmann Y.,1st Round,Completed,3,Great Ocean Road Open,621,364,73
Stebe C.M.,Dellien H.,1st Round,Completed,3,Great Ocean Road Open,572,209,73
Stakhovsky S.,Safiullin R.,1st Round,Completed,3,Great Ocean Road Open,568,780,73
Monteiro T.,Fancutt T.,1st Round,Completed,3,Great Ocean Road Open,414,269,73
Van De Zandschulp B.,Schoolkate T.,1st Round,Completed,3,Great Ocean Road Open,605,801,73
Sinner J.,Vukic A.,2nd Round,Completed,3,Great Ocean Road Open,549,953,73
Caruso S.,Sandgren T.,2nd Round,Completed,3,Great Ocean Road Open,85,790,73
Bedene A.,Sweeny D.,2nd Round,Completed,3,Great Ocean Road Open,43,874,73
Hurkacz H.,Torpegaard M.,2nd Round,Completed,3,Great Ocean Road Open,261,895,73
Kecmanovic M.,Kwon S.W.,2nd Round,Completed,3,Great Ocean Road Open,289,495,73
Travaglia S.,Querrey S.,2nd Round,Completed,3,Great Ocean Road Open,592,720,73
Cuevas P.,Haase R.,2nd Round,Completed,3,Great Ocean Road Open,111,354,73
Thompson J.,Herbert P.H.,2nd Round,Completed,3,Great Ocean Road Open,587,374,73
Monteiro T.,Ebden M.,2nd Round,Completed,3,Great Ocean Road Open,414,242,73
Van De Zandschulp B.,Majchrzak K.,2nd Round,Completed,3,Great Ocean Road Open,605,550,73
Opelka R.,Stakhovsky S.,2nd Round,Completed,3,Great Ocean Road Open,450,857,73
Bublik A.,O Connell C.,2nd Round,Completed,3,Great Ocean Road Open,76,666,73
Vilella Martinez M.,Basilashvili N.,2nd Round,Completed,3,Great Ocean Road Open,621,64,73
Khachanov K.,Purcell M.,2nd Round,Completed,3,Great Ocean Road Open,291,719,73
Alcaraz C.,Goffin D.,2nd Round,Completed,3,Great Ocean Road Open,5,317,73
Anderson K.,Stebe C.M.,2nd Round,Completed,3,Great Ocean Road Open,12,862,73
Thompson J.,Vilella Martinez M.,3rd Round,Completed,3,Great Ocean Road Open,587,945,73
Monteiro T.,Alcaraz C.,3rd Round,Completed,3,Great Ocean Road Open,414,12,73
Khachanov K.,Anderson K.,3rd Round,Completed,3,Great Ocean Road Open,291,23,73
Sinner J.,Bedene A.,3rd Round,Completed,3,Great Ocean Road Open,549,72,73
Van De Zandschulp B.,Opelka R.,3rd Round,Completed,3,Great Ocean Road Open,605,678,73
Kecmanovic M.,Caruso S.,3rd Round,Completed,3,Great Ocean Road Open,289,139,73
Travaglia S.,Bublik A.,3rd Round,Completed,3,Great Ocean Road Open,592,125,73
Hurkacz H.,Cuevas P.,3rd Round,Completed,3,Great Ocean Road Open,261,178,73
Monteiro T.,Thompson J.,Quarterfinals,Completed,3,Great Ocean Road Open,414,886,73
Sinner J.,Kecmanovic M.,Quarterfinals,Completed,3,Great Ocean Road Open,549,433,73
Khachanov K.,Van De Zandschulp B.,Quarterfinals,Completed,3,Great Ocean Road Open,291,920,73
Travaglia S.,Hurkacz H.,Quarterfinals,Completed,3,Great Ocean Road Open,592,390,73
Travaglia S.,Monteiro T.,Semifinals,Completed,3,Great Ocean Road Open,592,616,73
Sinner J.,Khachanov K.,Semifinals,Completed,3,Great Ocean Road Open,549,436,73
Sinner J.,Travaglia S.,The Final,Completed,3,Great Ocean Road Open,549,896,73
Moutet C.,Tiafoe F.,1st Round,Completed,3,Murray River Open,418,887,105
Gerasimov E.,Harris L.,1st Round,Completed,3,Murray River Open,203,367,105
Paul T.,Norrie C.,1st Round,Completed,3,Murray River Open,458,663,105
Mcdonald M.,Gasquet R.,1st Round,Completed,3,Murray River Open,389,301,105
Coria F.,Albot R.,1st Round,Completed,3,Murray River Open,104,10,105
Kubler J.,Sonego L.,1st Round,Completed,3,Murray River Open,323,850,105
Fucsovics M.,Cecchinato M.,1st Round,Completed,3,Murray River Open,191,142,105
Sousa P.,Tu L.,1st Round,Completed,3,Murray River Open,564,908,105
Ramos-Vinolas A.,Mott B.,1st Round,Completed,3,Murray River Open,487,622,105
Bolt A.,Kokkinakis T.,1st Round,Completed,3,Murray River Open,62,462,105
Berankis R.,Nagal S.,1st Round,Completed,3,Murray River Open,48,639,105
Chardy J.,Cilic M.,1st Round,Completed,3,Murray River Open,93,158,105
Bourchier H.,Polmans M.,1st Round,Completed,3,Murray River Open,66,708,105
Mannarino A.,Ymer M.,1st Round,Completed,3,Murray River Open,373,980,105
Giron M.,Mmoh M.,1st Round,Completed,3,Murray River Open,211,605,105
Duckworth J.,Machac T.,1st Round,Completed,3,Murray River Open,156,545,105
Kukushkin M.,Londero J.I.,1st Round,Completed,3,Murray River Open,328,532,105
Popyrin A.,Gojo B.,1st Round,Completed,3,Murray River Open,471,318,105
Sugita Y.,Halys Q.,1st Round,Completed,3,Murray River Open,577,361,105
Vesely J.,Ferreira Silva F.,1st Round,Completed,3,Murray River Open,620,272,105
Kyrgios N.,Muller A.,1st Round,Completed,3,Murray River Open,336,626,105
Harris A.,Daniel T.,1st Round,Completed,3,Murray River Open,244,182,105
Simon G.,Ymer E.,1st Round,Completed,3,Murray River Open,548,979,105
Ruusuvuori E.,Troicki V.,1st Round,Completed,3,Murray River Open,517,899,105
Berankis R.,Kubler J.,2nd Round,Completed,3,Murray River Open,48,480,105
Gerasimov E.,Fucsovics M.,2nd Round,Completed,3,Murray River Open,203,287,105
Giron M.,Mannarino A.,2nd Round,Completed,3,Murray River Open,211,553,105
Evans D.,Sousa P.,2nd Round,Completed,3,Murray River Open,176,853,105
Bolt A.,Mcdonald M.,2nd Round,Completed,3,Murray River Open,62,575,105
Popyrin A.,Paul T.,2nd Round,Completed,3,Murray River Open,471,690,105
Wawrinka S.,Kukushkin M.,2nd Round,Completed,3,Murray River Open,632,486,105
Duckworth J.,Humbert U.,2nd Round,Completed,3,Murray River Open,156,389,105
Vesely J.,Ruud C.,2nd Round,Completed,3,Murray River Open,620,772,105
Chardy J.,Simon G.,2nd Round,Completed,3,Murray River Open,93,827,105
Coric B.,Ruusuvuori E.,2nd Round,Completed,3,Murray River Open,106,773,105
Kyrgios N.,Bourchier H.,2nd Round,Completed,3,Murray River Open,336,110,105
Auger-Aliassime F.,Sugita Y.,2nd Round,Completed,3,Murray River Open,21,870,105
Fritz T.,Coria F.,2nd Round,Completed,3,Murray River Open,190,168,105
Dimitrov G.,Harris A.,2nd Round,Completed,3,Murray River Open,145,366,105
Moutet C.,Ramos-Vinolas A.,2nd Round,Completed,3,Murray River Open,418,732,105
Coric B.,Kyrgios N.,3rd Round,Completed,3,Murray River Open,106,497,105
Evans D.,Giron M.,3rd Round,Completed,3,Murray River Open,176,315,105
Chardy J.,Fritz T.,3rd Round,Completed,3,Murray River Open,93,286,105
Moutet C.,Duckworth J.,3rd Round,Completed,3,Murray River Open,418,234,105
Vesely J.,Berankis R.,3rd Round,Completed,3,Murray River Open,620,82,105
Wawrinka S.,Bolt A.,3rd Round,Completed,3,Murray River Open,632,103,105
Auger-Aliassime F.,Gerasimov E.,3rd Round,Completed,3,Murray River Open,21,305,105
Dimitrov G.,Popyrin A.,3rd Round,Completed,3,Murray River Open,145,710,105
Evans D.,Coric B.,Quarterfinals,Completed,3,Murray River Open,176,170,105
Chardy J.,Wawrinka S.,Quarterfinals,Walkover,3,Murray River Open,93,962,105
Auger-Aliassime F.,Vesely J.,Quarterfinals,Retired,3,Murray River Open,21,942,105
Moutet C.,Dimitrov G.,Quarterfinals,Completed,3,Murray River Open,418,218,105
Evans D.,Chardy J.,Semifinals,Completed,3,Murray River Open,176,151,105
Auger-Aliassime F.,Moutet C.,Semifinals,Completed,3,Murray River Open,21,623,105
Evans D.,Auger-Aliassime F.,The Final,Completed,3,Murray River Open,176,41,105
Raonic M.,Coria F.,1st Round,Completed,5,Australian Open,488,168,20
Mannarino A.,Novak D.,1st Round,Completed,5,Australian Open,373,664,20
Ruusuvuori E.,Monfils G.,1st Round,Completed,5,Australian Open,517,612,20
Moutet C.,Millman J.,1st Round,Completed,5,Australian Open,418,597,20
Opelka R.,Lu Y.,1st Round,Completed,5,Australian Open,450,539,20
Wawrinka S.,Sousa P.,1st Round,Completed,5,Australian Open,632,853,20
Bolt A.,Gombos N.,1st Round,Completed,5,Australian Open,62,322,20
Martinez P.,Nishioka Y.,1st Round,Completed,5,Australian Open,381,661,20
Fritz T.,Ramos-Vinolas A.,1st Round,Completed,5,Australian Open,190,732,20
Fucsovics M.,Polmans M.,1st Round,Completed,5,Australian Open,191,708,20
Thiem D.,Kukushkin M.,1st Round,Completed,5,Australian Open,586,486,20
Karatsev A.,Mager G.,1st Round,Completed,5,Australian Open,286,548,20
Kecmanovic M.,Majchrzak K.,1st Round,Completed,5,Australian Open,289,550,20
Zverev A.,Giron M.,1st Round,Completed,5,Australian Open,660,315,20
Bublik A.,Bedene A.,1st Round,Completed,5,Australian Open,76,72,20
Gerasimov E.,Paire B.,1st Round,Completed,5,Australian Open,203,685,20
Duckworth J.,Dzumhur D.,1st Round,Completed,5,Australian Open,156,240,20
Vesely J.,Coppejans K.,1st Round,Completed,5,Australian Open,620,167,20
Humbert U.,Uchiyama Y.,1st Round,Completed,5,Australian Open,260,911,20
Muller A.,Londero J.I.,1st Round,Completed,5,Australian Open,420,532,20
Carreno Busta P.,Nishikori K.,1st Round,Completed,5,Australian Open,83,660,20
Tiafoe F.,Travaglia S.,1st Round,Completed,5,Australian Open,588,896,20
Dimitrov G.,Cilic M.,1st Round,Completed,5,Australian Open,145,158,20
